country,full_name,club,position,matches,goals
Аргентина,Joshua Beck,Бока Хуниорс,защитник,4,10
Англия,Timothy Harris,Ливерпуль,вратарь,38,-47
Нидерланды,Emily Banks,Аякс,вратарь,61,-1
Италия,Stephen Ellis,Интер,нападающий,143,33
Италия,Alyssa Green,Интер,защитник,84,2
Германия,Laura Reed,Бавария,нападающий,58,46
Англия,Kimberly Mason,Манчестер Юнайтед,вратарь,4,-21
Франция,Sharon Patrick,Лион,полузащитник,76,30
Франция,Samantha Brown,Лион,защитник,41,3
Италия,Brenda Gonzales,Ювентус,нападающий,6,44
Италия,Karen Ball,Милан,защитник,73,7
Аргентина,Danny Mckinney,Ривер Плейт,нападающий,150,42
Италия,Carolyn Nelson,Интер,нападающий,41,33
Италия,Kristie Walter,Ювентус,нападающий,9,35
Франция,Melissa York,Олимпик Марсель,полузащитник,119,26
Англия,Stephen Estrada,Челси,защитник,142,6
Нидерланды,Daniel Johnson,ПСВ,вратарь,63,-26
Германия,Anne Evans,Бавария,защитник,22,12
Италия,Sharon Spencer,Ювентус,полузащитник,32,13
Нидерланды,Melvin Harrington,Аякс,защитник,4,2
Аргентина,Yolanda Bennett,Ривер Плейт,нападающий,23,44
Италия,Lori Jimenez,Интер,полузащитник,19,17
Нидерланды,Jacob Mckinney,ПСВ,полузащитник,124,27
Англия,Amanda Kelly,Челси,нападающий,105,43
Аргентина,April Taylor,Ривер Плейт,вратарь,45,-32
Нидерланды,Ashley Griffith,Аякс,вратарь,56,-13
Португалия,Anthony Maynard,Порту,вратарь,25,-21
Франция,Henry Willis,ПСЖ,полузащитник,69,26
Англия,Norma Decker,Челси,полузащитник,93,28
Португалия,Dennis Reese,Бенфика,защитник,27,8
Аргентина,Shane Higgins,Бока Хуниорс,защитник,72,0
Англия,Julia Gutierrez,Челси,нападающий,37,10
Испания,Frank Hernandez,Барселона,полузащитник,64,11
Россия,Sonya Sullivan,Краснодар,полузащитник,49,10
Россия,Christina Boyer,Локомотив,нападающий,10,50
Бразилия,Shannon Harris,Фламенго,нападающий,35,50
Англия,Alec Wong,Манчестер Юнайтед,вратарь,101,-18
Германия,Devin Walton,Бавария,защитник,3,16
Португалия,Mark Walker,Порту,защитник,27,10
Италия,Alicia Lyons,Интер,полузащитник,72,15
Испания,Carlos Ashley,Барселона,полузащитник,77,30
Италия,Brian Shelton II,Милан,нападающий,136,44
Англия,Kathleen Brooks,Челси,защитник,65,20
Бразилия,Paul Jenkins,Коринтианс,нападающий,118,43
Англия,Christopher King,Манчестер Юнайтед,полузащитник,18,30
Германия,Cynthia Davis,Бавария,полузащитник,94,19
Франция,Kelly Bennett,ПСЖ,защитник,41,10
Россия,Patricia Zamora,Краснодар,нападающий,18,30
Нидерланды,Philip Harris,Аякс,нападающий,42,26
Франция,Shannon Murphy,Олимпик Марсель,нападающий,135,27
Аргентина,Christopher Booth,Ривер Плейт,вратарь,53,-39
Испания,Ernest Carpenter,Барселона,защитник,9,10
Аргентина,Sandra Evans,Бока Хуниорс,защитник,15,3
Испания,Kevin Sims,Барселона,защитник,81,11
Франция,Bonnie Daniel,Лион,защитник,91,15
Бразилия,Kenneth Webb,Палмейрас,защитник,77,19
Франция,Jeremy Harris,Олимпик Марсель,защитник,58,10
Франция,Tristan Campbell,Лион,вратарь,15,-13
Франция,Carlos Martinez,ПСЖ,вратарь,87,-31
Португалия,Kelsey Gonzalez,Бенфика,нападающий,112,44
Нидерланды,Tommy Sharp,Фейеноорд,вратарь,29,-3
Франция,Frederick Ingram,Олимпик Марсель,вратарь,12,-20
Франция,Jerome Scott,ПСЖ,полузащитник,93,24
Аргентина,Kiara Buchanan,Бока Хуниорс,нападающий,129,25
Бразилия,Christine Smith,Фламенго,нападающий,35,30
Испания,Eric Blankenship,Барселона,полузащитник,144,19
Бразилия,Paul Murray,Сантос,нападающий,115,22
Россия,Ashley Wilson,Зенит,полузащитник,37,27
